gene,scores,log2FC,pvals,padj,significance
PARD3-AS1,-0.062622756,-1.7963032,0.9500669105111728,0.9999916980191528,NS
AC090236.1,-0.062623136,-1.84271,0.9500666036327234,0.9999916980191528,NS
AC008747.1,-0.062624164,-1.8920664,0.9500657852902279,0.9999916980191528,NS
AL109920.1,-0.062624425,-1.8493353,0.9500655807046122,0.9999916980191528,NS
SFRP5,-0.06262545,-1.9353617,0.9500647623621824,0.9999916980191528,NS
AC068987.1,-0.062625706,-1.8813941,0.9500645577765833,0.9999916980191528,NS
CTSG,-0.06262622,-1.9858283,0.9500641486053947,0.9999916980191528,NS
OR10A2,-0.06263521,-0.40736052,0.9500569881117269,0.9999916980191528,NS
AC108463.2,-0.062678374,-0.54636127,0.9500226177982691,0.9999916980191528,NS
CXCR2,-0.06280092,-0.58855325,0.9499250311652739,0.9999916980191528,NS
LCMT2,-0.06280131,-0.60902387,0.9499247242902533,0.9999916980191528,NS
AC005821.2,-0.0629841,-1.1756021,0.9497791640768976,0.9999916980191528,NS
AC091736.1,-0.06298744,-1.2385753,0.9497765045242733,0.9999916980191528,NS
NPHS2,-0.06299297,-1.5598303,0.9497721060346227,0.9999916980191528,NS
IFNE,-0.06299489,-1.5772691,0.9497705716781278,0.9999916980191528,NS
AC100835.1,-0.06299515,-1.5589648,0.9497703670972759,0.9999916980191528,NS
AP003973.4,-0.062995665,-1.59106,0.949769957935582,0.9999916980191528,NS
AC012511.2,-0.06299746,-1.6426947,0.9497685258697578,0.9999916980191528,NS
SEC22C,-0.06307749,-0.056764185,0.9497047991048975,0.9999916980191528,NS
AL358134.1,-0.06315534,-0.46310654,0.9496428115812665,0.9999916980191528,NS
AC090004.2,-0.063175246,-0.566085,0.9496269567355358,0.9999916980191528,NS
PFKFB1,-0.06319567,-0.19183283,0.9496106927532177,0.9999916980191528,NS
AC110792.2,-0.06335174,-0.34286234,0.9494864120725119,0.9999916980191528,NS
LINC01946,-0.06335637,-1.0609396,0.949482729700702,0.9999916980191528,NS
AL158837.1,-0.06336613,-1.3667811,0.9494749558082018,0.9999916980191528,NS
AC079834.2,-0.063366644,-1.3882321,0.9494745466560983,0.9999916980191528,NS
AC096537.1,-0.06337487,-1.563843,0.9494680002242519,0.9999916980191528,NS
AC098679.5,-0.063379236,-0.4032712,0.9494645224337207,0.9999916980191528,NS
NFIA-AS1,-0.063414305,-0.24687845,0.9494365978564185,0.9999916980191528,NS
AP003486.2,-0.06355651,-0.62145156,0.9493233658665822,0.9999916980191528,NS
LINC00092,-0.06355907,-0.60844827,0.949321320130913,0.9999916980191528,NS
CEL,-0.063724525,-0.32759172,0.94918957545789,0.9999916980191528,NS
AC069431.1,-0.06372838,-0.97362417,0.9491865068873248,0.9999916980191528,NS
AP000266.1,-0.06373043,-1.0205996,0.9491848703166648,0.9999916980191528,NS
CCDC172,-0.063730694,-1.0509214,0.9491846657453473,0.9999916980191528,NS
AC018845.3,-0.06373609,-0.37794718,0.9491803697484552,0.9999916980191528,NS
PLXNB3,-0.063745596,-1.3744189,0.9491728006146682,0.9999916980191528,NS
AC078795.3,-0.06374867,-1.4423527,0.949170345761452,0.9999916980191528,NS
FAM192A,-0.06390321,-0.051973794,0.9490472968626663,0.9999916980191528,NS
PTPRD-AS1,-0.06393815,-0.60381913,0.9490194755010919,0.9999916980191528,NS
AC009019.1,-0.06395177,-0.65852106,0.9490086333696598,0.9999916980191528,NS
AC096577.1,-0.06395819,-0.31655964,0.949003519159997,0.9999916980191528,NS
AC017074.1,-0.064004816,-0.18964978,0.948966390060851,0.9999916980191528,NS
LINC01033,-0.06407341,-0.13944402,0.9489117705957711,0.9999916980191528,NS
AL731571.1,-0.06408228,-0.30665502,0.9489047130419489,0.9999916980191528,NS
AC008035.1,-0.064105526,-1.0284195,0.94888619976764,0.9999916980191528,NS
LINC01995,-0.06410758,-1.0796597,0.9488845632364317,0.9999916980191528,NS
ACP4,-0.06410861,-1.0309467,0.9488837449709083,0.9999916980191528,NS
AC010618.2,-0.06410964,-1.0681499,0.948882926705439,0.9999916980191528,NS
CHGA,-0.064111434,-1.1092237,0.9488814947409973,0.9999916980191528,NS
AC104982.2,-0.064111695,-0.1382606,0.9488812901746619,0.9999916980191528,NS
