gene,scores,log2FC,pvals,padj,significance
MAML1,1.8235748,0.26084208,0.06821637682195911,0.24774599164071917,NS
PHF23,1.823567,1.2784605,0.06821756237983176,0.24774599164071917,NS
ANAPC11,1.823347,1.8925543,0.06825086209536202,0.24775842553739333,NS
ZBTB33,1.823319,1.4784985,0.06825510084598137,0.24775842553739333,NS
TOR1A,1.8207536,1.2776173,0.0686443322827382,0.24914016152093263,NS
FBXL14,1.8203927,0.5245376,0.0686992252705028,0.24927710393556163,NS
ZFAND2A,1.8201001,1.3472332,0.0687437680340875,0.24940757604474106,NS
STXBP4,1.8181623,0.15875955,0.06903933114236248,0.25039889402102833,NS
LINC01128,1.8180828,0.6644508,0.06905148158356138,0.25039889402102833,NS
MAGOH,1.8162105,0.7015744,0.06933808440469956,0.2513494934370751,NS
CEP85,1.8162007,0.65887356,0.06933958142529155,0.2513494934370751,NS
SECTM1,1.8099186,1.9758352,0.07030841318822367,0.25466101801776403,NS
SASS6,1.8098925,0.59564596,0.07031245774478631,0.25466101801776403,NS
TRUB1,1.8098077,0.56411666,0.07032562878130844,0.25466101801776403,NS
INTS2,1.809656,0.2925345,0.07034914640519299,0.2546912640915823,NS
MCM5,1.8084784,0.81632155,0.07053208627766414,0.25532175780263466,NS
PSMC3,1.808194,0.93142194,0.07057630328250883,0.25544998883090975,NS
MCM3,1.8075132,0.7546685,0.070682292750157,0.25579957008858045,NS
ZNF93,1.8074605,0.982094,0.07069049737249995,0.25579957008858045,NS
NEK4,1.8050808,0.29429322,0.07106204203375203,0.25707999017191735,NS
GNA11,1.8046303,0.323096,0.07113255590959246,0.25727100960827454,NS
PWP1,1.8036014,0.28249216,0.0712938249761975,0.25777542437523054,NS
GPR89B,1.8035706,0.46122506,0.07129864147521438,0.25777542437523054,NS
PHB,1.8033406,1.729988,0.07133474347730959,0.2578126058654769,NS
BORCS7,1.7996635,0.68005437,0.07191378673686777,0.25974083112097585,NS
STMN1,1.7982392,1.6323924,0.07213911334277859,0.2604575245597462,NS
STYX,1.7976227,0.4010209,0.07223681612341003,0.26074546575361096,NS
SS18,1.79582,0.08983069,0.07252315607518578,0.2616489920496954,NS
PDP1,1.7940488,0.6634572,0.07280538104037051,0.26260197656105827,NS
ANKH,1.7929348,0.072882295,0.07298334719631547,0.26314586521694977,NS
FAM8A1,1.7922616,0.83675426,0.07309107508302576,0.2634688833803075,NS
DDX58,1.7910849,0.10431071,0.07327966974467669,0.2640743248893133,NS
LSMEM1,1.7910435,1.2651054,0.0732863066181633,0.2640743248893133,NS
ACOX1,1.7890702,0.17628293,0.0736035108226523,0.26515153638368666,NS
MZT1,1.7881986,1.2496887,0.07374396876534567,0.2656245868113195,NS
NOP9,1.7878689,0.9344119,0.07379716596939086,0.2657832471374665,NS
HIGD2A,1.786844,2.1096923,0.07396269830567581,0.26634639714638436,NS
ACAD8,1.7864233,0.6961288,0.0740307377886053,0.2665583704460813,NS
ILF2,1.78593,0.515471,0.07411058053508406,0.2667797229918453,NS
GALNT6,1.7848241,0.44532308,0.07428983794022043,0.2673587453126119,NS
SYT11,1.7837726,1.2773038,0.07446061608598324,0.26787379533099853,NS
ENTPD6,1.7819338,0.30357397,0.07476002963193351,0.26891764002076135,NS
OPN3,1.7816983,0.51183355,0.07479843971510199,0.26902249272300516,NS
GNAL,1.7816194,0.76836413,0.0748113095438257,0.26903547192970245,NS
VAMP5,1.7815107,1.281847,0.07482906616841396,0.26906601958069387,NS
AK1,1.7814142,0.6008971,0.07484481311483467,0.269089334280439,NS
SNAP25-AS1,1.7812717,0.8776761,0.07486807154420155,0.26913964588034345,NS
SDAD1,1.7803735,0.2213977,0.07501486777901875,0.26956728215988307,NS
DOP1B,1.7798274,0.12887526,0.0751042190835512,0.26985498631752164,NS
CCDC107,1.7789239,0.9711655,0.0752522357481426,0.2703199515869349,NS
PDE1B,1.7778167,1.0200801,0.07543397719379479,0.2709392974134197,NS
FBRSL1,1.7769547,0.12472662,0.07557569664480437,0.27138120983084885,NS
Z97200.1,1.776366,1.7059921,0.07567261734827267,0.27166207785063284,NS
NDOR1,1.7762969,0.6597969,0.07568400155377189,0.2716693741674377,NS
LAMA1,1.7759627,0.80004686,0.07573905903417848,0.2717998350763292,NS
TPMT,1.7755424,0.60217166,0.07580836653130617,0.2720149515482268,NS
CELF6,1.7754197,0.6151705,0.07582860509301531,0.2720539678834253,NS
CANT1,1.775113,0.6634025,0.07587923138881537,0.27220198466844736,NS
FRRS1,1.7748052,0.422917,0.07593005500041543,0.27228343386767906,NS
CD2,1.7743708,0.34945127,0.07600184076984497,0.2725072172752402,NS
POLDIP3,1.7742687,0.3442047,0.07601870210456763,0.2725340362998506,NS
CYB5A,1.773958,0.16161011,0.07607011190022979,0.2726846928309076,NS
ATXN2L,1.7736089,0.14541936,0.07612786487285562,0.2728580474468175,NS
NAA10,1.7735263,0.84348005,0.07614153781287582,0.27287338680780193,NS
PC,1.7731055,0.7098595,0.07621123073947092,0.27308946009394724,NS
ZAP70,1.77186,0.50626844,0.0764178063176347,0.2737283937764844,NS
TUSC2,1.7709361,2.2682612,0.07657132835911852,0.27424449375322313,NS
HACL1,1.7704014,0.21899273,0.07666030753887786,0.2744495824303051,NS
SAP30L,1.7698927,0.775999,0.07674502605032087,0.27469726549554224,NS
ACAP3,1.7698212,0.29262283,0.07675692697970372,0.2747060156166556,NS
PYURF,1.7695318,1.619054,0.07680516682986593,0.2748109491818704,NS
PCNA,1.7685775,2.0268254,0.07696440713492268,0.2753128958588233,NS
TXN2,1.7675136,1.0215901,0.07714224856070595,0.27588111789837594,NS
EIF3G,1.7674525,0.7866952,0.07715247999387861,0.27588374493133605,NS
MRPL39,1.766934,0.60201657,0.07723927667520761,0.27612613677267794,NS
AL160272.1,1.7649739,0.5637874,0.0775681502423798,0.27713132019937686,NS
PLEKHM1,1.7648599,0.17240462,0.0775873025663749,0.2771656590695021,NS
FIRRE,1.7643921,0.78898907,0.0776659819151348,0.27741261215230123,NS
TXNL4B,1.7641677,0.53991824,0.07770374599849743,0.27751337856606223,NS
VPS33A,1.7640222,0.3323997,0.07772824552421295,0.2775326367352982,NS
RSL24D1,1.7634248,0.6550506,0.0778288827616822,0.27782367218319837,NS
TMEM189,1.7632551,0.29460046,0.07785746393221007,0.27787673289459874,NS
SCG5,1.763223,2.5941913,0.07786287799525074,0.27787673289459874,NS
CHEK1,1.762869,1.1791971,0.07792258294760208,0.27805564852325765,NS
NRBF2,1.7627059,0.6853436,0.07795010829683398,0.2781197059718776,NS
RCN2,1.7620124,0.31735763,0.07806721192333768,0.278469119151886,NS
AL390728.6,1.7619202,0.39562136,0.07808277433070565,0.2784904351512583,NS
SMIM29,1.7614381,1.8676276,0.07816427400473142,0.278678468315838,NS
SH2B2,1.7613362,0.7785463,0.07818152528074127,0.27870576873303887,NS
HAUS3,1.761143,0.7233777,0.07821421125689149,0.2787684395389907,NS
CASTOR2,1.7611188,0.5243094,0.07821829778596603,0.2787684395389907,NS
HSH2D,1.7590203,0.3070419,0.0785740553418327,0.2799333220113122,NS
PIF1,1.7544378,1.4380711,0.07935552454945435,0.28244033180123124,NS
CMC1,1.7540928,0.11308359,0.07941459658304093,0.282615953783822,NS
ZNF417,1.7536145,0.5913948,0.07949658658302194,0.2828200211466837,NS
S100A9,1.7535878,2.440507,0.07950114604763577,0.2828200211466837,NS
RNF44,1.7525419,0.57741773,0.07968067576922218,0.28335458821103005,NS
ST6GALNAC4,1.7522352,1.2333539,0.07973338674722204,0.2835073298661934,NS
CHPF2,1.7520831,0.82490516,0.07975953201194644,0.28354243433892123,NS
FARSA,1.7520427,0.81009644,0.07976646697578288,0.28354243433892123,NS
PPP1R11,1.7519028,0.7904905,0.07979052228804238,0.2835716506566713,NS
CCNT1,1.7515032,0.20772704,0.07985927476856347,0.2837812760889014,NS
EBF4,1.7512583,0.46260795,0.07990144288641458,0.2838269645207072,NS
AC011092.3,1.7507668,0.51192683,0.07998609904181161,0.28409294255589035,NS
SPEN,1.7502882,0.05713981,0.08006859043015563,0.2843201863534556,NS
ZNF264,1.7498097,0.27746597,0.08015115093519713,0.28454292650660995,NS
KBTBD2,1.7495234,0.1752081,0.08020058732465123,0.2846807260240858,NS
B3GNTL1,1.7491502,0.3119953,0.08026507591438552,0.2848748265501404,NS
WDR6,1.7490098,0.26215798,0.08028931995348801,0.28492606213643135,NS
B3GALNT2,1.7485684,0.18347062,0.08036564312290147,0.28516207801640253,NS
SH3BP5L,1.7478818,0.92383474,0.08048450991150582,0.28551568434284874,NS
GSTK1,1.747252,0.22900993,0.08059362995465809,0.2858313942354801,NS
CARD6,1.7467319,1.0250453,0.08068385253708897,0.28611644484893,NS
PTH1R,1.7466265,0.9404271,0.08070215661776367,0.2861464237453966,NS
ANKRD40,1.7464812,0.6576305,0.08072737762757866,0.28620091775459605,NS
C16orf72,1.746342,0.2588712,0.08075155655631261,0.2862477749728413,NS
SRGAP2C,1.7459433,0.15424553,0.08082080236719918,0.28642726714250777,NS
FNBP4,1.7454624,0.05035391,0.08090441675739601,0.28668862000516643,NS
ZNF568,1.7449046,0.5017878,0.08100147416679257,0.2869625395786981,NS
TBC1D10A,1.7445415,0.24289384,0.08106471733528042,0.2871515715875986,NS
MEIS3,1.7440704,1.2533853,0.08114681196202286,0.2874073259566891,NS
EPS15L1,1.7439023,0.11917996,0.08117613341927396,0.287476127737402,NS
PDCD1LG2,1.742846,0.49129978,0.08136052447635606,0.28798869697065227,NS
GASK1A,1.7427615,0.28079078,0.08137529402509071,0.28800588345868483,NS
PIGS,1.7425088,0.6921939,0.08141945852321661,0.28805809962760204,NS
HINT3,1.7425069,0.43849713,0.08141979538871741,0.28805809962760204,NS
TBC1D7,1.7420876,0.550506,0.08149312422645187,0.28828242313424585,NS
OTUD1,1.7420235,0.73015153,0.08150433945319947,0.2882869914909832,NS
HDHD2,1.7417467,0.2133558,0.08155278833403394,0.2884232409427424,NS
UTP6,1.7398328,0.22609168,0.08188838843954391,0.28957488547398064,NS
RNF10,1.7392468,0.106570125,0.08199134867109079,0.2899036853572526,NS
NUP205,1.7391777,0.1475229,0.08200350042863526,0.28990954533728597,NS
UBQLN4,1.7379386,0.6906881,0.0822216217416734,0.290562041034866,NS
NOP56,1.737885,0.347581,0.08223108444094068,0.290562041034866,NS
KCNMA1-AS1,1.7378483,0.8394653,0.08223755942818135,0.290562041034866,NS
ETFB,1.7360535,0.57878274,0.08255438670753856,0.2915750679457745,NS
PIP4K2B,1.7358193,0.3236909,0.0825957749755044,0.29167608363153946,NS
SSU72,1.7357781,0.31259772,0.08260306850384423,0.29167608363153946,NS
IL2RA,1.7355989,0.4322183,0.08263477074274737,0.29175209466308827,NS
APOL1,1.7355429,0.17746708,0.08264468113537188,0.29175209466308827,NS
LRRN2,1.735333,1.4680401,0.08268185368818615,0.2918478553635246,NS
MYBL2,1.735141,1.211847,0.08271583238264663,0.2919323205826612,NS
ABCB7,1.7349694,0.13746747,0.0827462271988227,0.2920041180910835,NS
TCEAL8,1.7325025,2.3375783,0.08318413097464408,0.29340687285252676,NS
JRKL,1.7322425,0.8871204,0.08323039287648457,0.2935344073159981,NS
UNKL,1.7293749,0.23590557,0.08374202913678448,0.295195479483508,NS
RAB11B,1.7288978,0.7402124,0.08382739562168603,0.2954605487515141,NS
NFYB,1.7279077,0.44289216,0.08400478925462355,0.2960498759974299,NS
ABHD16A,1.7275999,0.44183987,0.08405999320378688,0.2962084913355178,NS
IRF4,1.7274251,0.44351187,0.08409134072778798,0.2962830137225277,NS
SLC35D1,1.7263114,0.20504518,0.08429140369425056,0.2969518890756705,NS
FAM32A,1.7250696,1.1974916,0.08451492674425434,0.2977032401989316,NS
VSIR,1.7241293,0.11960959,0.0846845006755595,0.2982643967780072,NS
TLR5,1.7237418,0.5262379,0.08475447206011356,0.2984746530908351,NS
MTX3,1.7225927,0.5313189,0.08496220273793394,0.29916993812569465,NS
STEAP3,1.7224423,0.6475309,0.08498942744945484,0.2991932704079815,NS
AC092546.1,1.7223688,0.54122496,0.0850027285067583,0.29920383655898813,NS
RIOK1,1.7221719,0.45890698,0.08503838457252029,0.2992907160804559,NS
PIH1D1,1.7221187,0.7061292,0.08504801587759599,0.2992907160804559,NS
ADAMTS6,1.7208902,0.24376322,0.08527075866430947,0.30003821937962577,NS
NAGA,1.720098,1.1718305,0.0854146362607383,0.30050807598091894,NS
ECHS1,1.7192452,0.8519999,0.08556974502209305,0.3009808806019861,NS
STRN4,1.718974,0.47560698,0.08561911256671015,0.3011180653829213,NS
E2F2,1.7189113,2.5115774,0.08563052814027268,0.30112175795604906,NS
EIF3B,1.7184178,0.13037005,0.08572044536270017,0.301395121519788,NS
SIN3A,1.7183707,0.11079743,0.08572901511593832,0.301395121519788,NS
SNTB2,1.7160746,0.04718998,0.08614839492133769,0.30275701512992814,NS
ITIH5,1.7156751,0.32561928,0.08622153012310206,0.30294332971409227,NS
GUSB,1.7152328,0.2764877,0.08630255468736525,0.3031546812174076,NS
EFEMP2,1.7146485,0.9874142,0.08640970118769772,0.30345766676772473,NS
MB21D2,1.7142422,0.0920843,0.08648424176081793,0.30368272974154004,NS
CPNE5,1.7138706,0.73849255,0.08655248644505321,0.30381849073832373,NS
LST1,1.7138609,0.43019485,0.08655427983994379,0.30381849073832373,NS
HSD17B11,1.7094632,0.14477731,0.08736516592339812,0.30633169222386425,NS
MSRB2,1.7090153,0.7755948,0.0874481276487362,0.30658557907262696,NS
SKP2,1.7072983,0.62487686,0.08776662524134474,0.3076279516482945,NS
KDM5C,1.7072386,0.16432774,0.08777772251733189,0.3076297308636134,NS
TXNDC11,1.7054111,0.09101985,0.08811777486977829,0.30859811452285224,NS
PRPF39,1.7046236,0.17419574,0.08826465489781354,0.3090752440671991,NS
THEMIS,1.7043484,0.16972058,0.08831601717603332,0.3092178255952474,NS
RPS10-NUDT3,1.7037438,1.4539396,0.08842896935521063,0.3095759893671811,NS
SLF1,1.7033713,0.145637,0.08849861756134528,0.3097451614647085,NS
TAF13,1.7001193,0.7108505,0.08910850187967886,0.3116544641951205,NS
CCT7,1.6995522,0.8934782,0.08921518477738022,0.31195246964165807,NS
ZNF224,1.699263,0.28847733,0.08926965346140893,0.3121053596165519,NS
PCGF6,1.6967087,0.3547141,0.08975174704454597,0.3136565990478709,NS
CCDC28A,1.6966834,0.6711297,0.0897565338342496,0.3136565990478709,NS
MED17,1.6965797,0.23547412,0.08977614480866793,0.3136873955607173,NS
ORAI1,1.6960182,1.2952433,0.08988242479369625,0.3139454659440755,NS
HPSE,1.6952903,1.8570359,0.0900203675093362,0.31435168603753055,NS
PRDX2,1.6947438,1.668628,0.09012405212543508,0.31467592719277515,NS
ELMO1-AS1,1.6938982,0.14197862,0.09028462971287529,0.31519871327472987,NS
RRAGA,1.6923308,2.510391,0.09058289995830827,0.3160880773319946,NS
GMFG,1.6921093,0.40000102,0.09062513384423261,0.31616359846571257,NS
SRFBP1,1.691981,0.18456602,0.09064960001507776,0.31620687805451597,NS
BEX4,1.6918697,1.0738602,0.09067081322690648,0.3162429012176292,NS
C14orf119,1.6905726,1.3017741,0.09091846491520823,0.3170305372448444,NS
UFL1,1.6897053,0.11810159,0.091084359791272,0.3175327795435559,NS
TMEFF1,1.6883545,1.0876826,0.09134319516744716,0.3183205157886684,NS
ZFYVE21,1.6879946,0.4879778,0.09141226838488171,0.31848481609268575,NS
LRMP,1.6875726,0.08104341,0.09149330168645282,0.3186906971212775,NS
NR4A3,1.6872865,0.26468173,0.09154826942202748,0.31884393078886203,NS
NDUFB6,1.6867079,0.46768093,0.09165954484715624,0.3191932123962945,NS
ATP13A1,1.6865075,0.5724532,0.09169810284048359,0.3192715556543865,NS
ZGRF1,1.6864496,0.39523456,0.09170922776050294,0.3192715556543865,NS
RSBN1,1.6864196,0.15144186,0.09171501314753375,0.3192715556543865,NS
CPXM1,1.6850299,3.2375803,0.09198282117137505,0.32012710614932854,NS
MDFI,1.68456,1.503185,0.09207351143251784,0.3203790903301407,NS
NAA20,1.6845404,0.33195215,0.09207728141708589,0.3203790903301407,NS
POU2AF1,1.6836793,0.3086187,0.09224365612080597,0.32088111726852037,NS
CYP51A1,1.6833136,0.3638718,0.09231439433101656,0.3210502999300887,NS
FBXO28,1.6830668,0.11531924,0.09236214922056762,0.3211779309142314,NS
TPRA1,1.6827631,0.6590066,0.09242096892548272,0.32130554658751476,NS
C8orf76,1.6823823,0.27098513,0.09249472877678587,0.3214465690830996,NS
CALHM2,1.6817193,1.4234802,0.09262327430678188,0.3218547988770351,NS
PDCD11,1.6814796,0.26189443,0.09266981117238919,0.3219779948041988,NS
SNRPD2,1.6808492,1.8039545,0.09279221262844259,0.322326172050252,NS
COX10,1.68052,0.20705403,0.09285617136062416,0.32247122271681194,NS
SMNDC1,1.6781782,0.32389587,0.0933123193859934,0.32386175366345377,NS
HMGB3,1.6772748,1.3904365,0.09348874305882636,0.3243965582726835,NS
MPC2,1.6763066,0.85194814,0.09367815868253491,0.3250143039448358,NS
CRYZL1,1.6762505,0.12127671,0.09368914909583667,0.3250143039448358,NS
RAB3IL1,1.674762,2.5330126,0.0939809359738334,0.3259097755807402,NS
DCAF11,1.6743859,0.52330273,0.09405478485970857,0.32608801768403556,NS
G6PD,1.6738929,1.4419932,0.09415165587506162,0.32634597341254507,NS
FUT8,1.6735197,0.07531312,0.09422503117030512,0.3265613404315633,NS
BCL10,1.6732495,0.6408942,0.09427820320603998,0.32666767690069914,NS
NDUFS5,1.6715364,0.96002316,0.09461576330418935,0.3277982020258438,NS
MINK1,1.671306,0.10003972,0.09466125016736811,0.3279166846365423,NS
EBF1,1.6692841,0.07582938,0.09506108959257961,0.3291840091386861,NS
PSMB7,1.668696,0.09189956,0.09517763705559464,0.32950904021749783,NS
TRMT112,1.6677177,2.0593913,0.09537177997116185,0.33010249114288714,NS
TGDS,1.6671478,0.52158964,0.09548503167699382,0.33041574392098516,NS
C1D,1.6667421,0.31489542,0.095565703272479,0.33065551215644534,NS
CEP250,1.6659826,0.2152162,0.09571687292695596,0.3310784947138288,NS
SPOCK1,1.6659561,0.5462859,0.09572214379006705,0.3310784947138288,NS
KIF26B-AS1,1.6656704,0.82799566,0.09577908903949502,0.3311965880963374,NS
ZCCHC17,1.6651496,0.20825267,0.09588291428356537,0.33149449832157835,NS
ADAMTS16,1.6651238,0.78831714,0.09588806435098875,0.33149449832157835,NS
ZDHHC8,1.6647732,0.47603053,0.09595800931965126,0.33163749347769744,NS
E2F7,1.6636797,1.8558835,0.09617646211219237,0.3322937945241661,NS
FCF1,1.6635884,0.4295582,0.09619469944617762,0.33231728135467475,NS
ZNF358,1.6635262,0.70602155,0.09620715893412958,0.33232080464167235,NS
ACTL6A,1.6600115,0.5030816,0.09691212197279951,0.33455699861079335,NS
ANKRD22,1.65963,0.93521154,0.09698892133935065,0.3347027993476047,NS
CHERP,1.658943,0.35257223,0.09712726212385962,0.33506079618787815,NS
HNRNPAB,1.6587745,0.32922617,0.09716123106718984,0.33513818125170564,NS
ACAD9,1.6586788,0.29359382,0.09718054996093166,0.33516502153212213,NS
EIF4H,1.6585013,0.1923486,0.09721632132609684,0.33524859146760605,NS
KLHL12,1.6574148,0.42920077,0.09743563447232234,0.33577414615238665,NS
ABRACL,1.6558906,0.8980095,0.0977439823193967,0.3367484210600657,NS
CDC34,1.6547054,1.0455695,0.09798426599956,0.3374961972121435,NS
SLC43A1,1.6545206,0.92691636,0.09802178609267763,0.3375854043855702,NS
EDA2R,1.6544218,1.4114742,0.0980418414939498,0.33759410116072924,NS
PRMT3,1.6535126,0.13724172,0.09822658861635705,0.3381303945141809,NS
AC240274.1,1.6529777,0.6644211,0.09833540552234574,0.3384648732730028,NS
CPSF7,1.6526811,0.18556648,0.09839578759942579,0.3386325826043501,NS
CDCA8,1.6521585,1.6086329,0.09850224087625824,0.33895878908496824,NS
LUCAT1,1.6502848,0.3700377,0.09888471646360852,0.34019434074701893,NS
S100A8,1.6500888,2.814308,0.09892477078199403,0.34029184028619613,NS
MICOS13,1.6496288,1.5880126,0.09901887711175941,0.3405349094467398,NS
ATG2A,1.6493204,0.33955306,0.09908201382037546,0.3406925439389867,NS
GNLY,1.6480348,0.61003184,0.09934553039030222,0.341537000927607,NS
HDGFL2,1.6473835,0.58523685,0.0994792661217462,0.34195139324783425,NS
EEF1AKMT2,1.6472634,0.14534664,0.09950391383739775,0.34196009664928484,NS
GNPAT,1.6454986,0.1348341,0.09986701479905533,0.34312676285186955,NS
AC010618.3,1.6448348,0.3535264,0.1000038803756781,0.34343453421367165,NS
GTF2I,1.6447173,0.04416967,0.10002812815243264,0.3434772012799253,NS
PYGO2,1.6442552,1.7917893,0.10012349518391338,0.3437640391316255,NS
TMEM9,1.6436737,1.1018444,0.10024362226497664,0.34402787929211553,NS
ZFYVE19,1.6435847,0.75505626,0.10026202163706681,0.344036348754641,NS
PIP4P1,1.643493,0.82414824,0.10028095482549645,0.3440606752900286,NS
RUFY1,1.6427108,0.09164362,0.10044278644483864,0.3445345313759077,NS
PRDX4,1.6425443,1.1871271,0.1004772523383822,0.34461206380519516,NS
AGGF1,1.6424164,0.20851654,0.10050374642136921,0.3446215573112342,NS
PRDM4,1.6415489,0.2836335,0.10068352638807718,0.3451565307497807,NS
PDGFC,1.6413074,0.038655847,0.10073362177223186,0.3452875176971487,NS
BIVM,1.6394833,0.46219158,0.10111264368060205,0.34641284203074274,NS
ZNF738,1.6394405,0.6645642,0.10112154562549737,0.34641284203074274,NS
MRPS30,1.6393101,1.0786976,0.10114868303291268,0.34646495013631806,NS
ABCA9-AS1,1.6390235,0.28610274,0.10120835224606309,0.34658760258730786,NS
CPSF4,1.6387491,0.46762303,0.10126550690582256,0.3467424535141614,NS
MID2,1.6382439,0.40912393,0.10137081257671365,0.3470621220216301,NS
APOD,1.6380503,2.111026,0.10141118545041321,0.3471594316915512,NS
AC027808.2,1.6371638,1.1149191,0.1015962552566322,0.347711029124077,NS
SMPD1,1.6358784,1.3146763,0.10186503295571483,0.34850773847173666,NS
SLC22A18,1.6353543,0.51037216,0.1019747908307937,0.3488421659955908,NS
DCXR,1.6352466,1.7871342,0.10199734588601489,0.34887824066745937,NS
PGM5,1.6351,0.3432722,0.10202808959741692,0.34894231255061947,NS
GATAD2B,1.634862,0.042655006,0.10207798978861383,0.3490718779704805,NS
DCTD,1.6345959,0.358971,0.10213378357489244,0.34918046520544016,NS
KXD1,1.634065,0.56216383,0.10224520122893058,0.3495202513180081,NS
DNASE1,1.6330118,0.13682696,0.10246651659655506,0.3501571643997678,NS
MED27,1.6330062,0.0692078,0.10246767829819022,0.3501571643997678,NS
VIPAS39,1.6326325,0.42964095,0.10254632013399784,0.3503846859436176,NS
ANGPT1,1.6323702,0.16296387,0.10260150616141339,0.35053201858039035,NS
AC020656.1,1.6317269,0.34819192,0.10273704325268773,0.35095379897584417,NS
ADCK1,1.6315812,0.43478543,0.10276774759467547,0.35101740947975574,NS
DERL2,1.6310155,0.60976934,0.10288703302856361,0.3513422251651314,NS
AC107068.2,1.6295687,0.23448001,0.10319269689819181,0.3522204024077632,NS
ZNF433-AS1,1.6294674,0.17059512,0.1032141073365569,0.3522520932949927,NS
IRF7,1.6283162,0.70458496,0.10345785890003807,0.3530010337146002,NS
C1orf54,1.6274616,0.60070527,0.10363910524023574,0.35349489341656076,NS
CREBBP,1.6266186,0.03501086,0.10381811959717036,0.35406390869896676,NS
SNF8,1.6255747,0.40058443,0.10404016836618664,0.35473169469889343,NS
CDC25C,1.6248434,1.8290048,0.10419593913336113,0.3551856409087234,NS
PRR3,1.6246363,0.6103997,0.10424008000572937,0.3552615564049717,NS
CARD14,1.624598,0.63204575,0.10424824166943879,0.3552615564049717,NS
MRPL44,1.6245668,1.760277,0.10425489736152783,0.3552615564049717,NS
EXOC3,1.6237868,0.18923737,0.10442131711139722,0.35574519316126296,NS
AC008124.1,1.6201576,0.86518073,0.10519841666058251,0.35805670814176,NS
TTC39B,1.6195936,0.088275395,0.10531960656419981,0.3584271990030464,NS
IGDCC4,1.61901,1.4940027,0.10544510818950996,0.3588122751441097,NS
PTGES2,1.6189272,0.73641515,0.10546290846556138,0.3588265028404187,NS
PRDX5,1.6182812,1.4257653,0.10560199294807443,0.3591601836118349,NS
RSU1,1.618244,0.071337074,0.10561001776536592,0.3591601836118349,NS
FZD1,1.6178708,1.4633411,0.10569043099568036,0.3593103593241093,NS
AL035446.2,1.6176351,0.1460025,0.10574125060870017,0.3593990090303896,NS
SLTM,1.6172638,0.04814706,0.10582135505500101,0.35958712882767335,NS
IGHA2,1.6163076,2.442569,0.10602780877745467,0.3602044024073276,NS
TXNDC17,1.6146532,2.2193553,0.10638580052850698,0.3613360815331612,NS
TNKS,1.6144902,0.043308154,0.10642115398854722,0.36137165673492655,NS
CYB5R1,1.6137587,0.7857588,0.10657977447396538,0.36182569223661265,NS
P3H3,1.6115527,1.341725,0.10705930605223339,0.36328382675124166,NS
JMJD8,1.6113306,1.164279,0.10710768048130778,0.36340552651039376,NS
KCNE4,1.6105918,0.93965244,0.10726873613261932,0.3639094691875034,NS
APRT,1.6094555,1.7573321,0.10751679790070523,0.3646265119994245,NS
ATG4A,1.609451,0.6653823,0.10751775221298003,0.3646265119994245,NS
NOC2L,1.6089462,0.3928549,0.10762810469274513,0.36495814653020264,NS
ISG20L2,1.6086352,0.70913255,0.10769612982150817,0.36514619179678015,NS
H2AFX,1.6081734,2.270852,0.1077972047448163,0.36540359367991987,NS
PSMD10,1.6076857,1.9881492,0.10790404052247747,0.365720464876032,NS
VWA5A,1.6076317,0.45798188,0.1079158631641083,0.365720464876032,NS
AC002074.1,1.6074959,0.8569803,0.10794562135021182,0.36577864227500917,NS
TDRD7,1.6072991,0.20279206,0.10798876395100587,0.36588215451093076,NS
MRE11,1.6071538,0.12272484,0.10802065093341973,0.3659475113254627,NS
SYNPO2,1.6066267,0.22171286,0.10813626143486255,0.3662537477769333,NS
USP46,1.6065038,0.402521,0.10816324754532823,0.36630244126740324,NS
EID3,1.6054826,1.0710186,0.10838763294627331,0.366934009682932,NS
CNOT9,1.6047783,0.19158247,0.10854260282859582,0.3673730178458241,NS
CNOT3,1.6023803,0.6447924,0.10907154452275465,0.3689913087674418,NS
C2orf69,1.6011928,0.56478083,0.1093342188544465,0.3697938127513879,NS
SENP3,1.6001498,0.3208595,0.1095653663950906,0.3704462166873117,NS
RAD17,1.5999416,0.20850648,0.10961152822648816,0.3705160454944707,NS
PRXL2A,1.5998561,0.5950311,0.10963051032694407,0.370537094240573,NS
TAB1,1.5992274,0.34865555,0.10977007712529617,0.3709656515227843,NS
FAM104A,1.5989496,0.39719117,0.10983180615968044,0.37113108862844213,NS
NEURL2,1.5985124,1.0615238,0.1099289786112987,0.3713730467098764,NS
GADD45A,1.595378,0.5848711,0.11062771038132757,0.3736032302461713,NS
OSER1,1.5952827,0.3972033,0.11064904223697891,0.37361002858207243,NS
ADAT1,1.5942777,0.5021146,0.11087384119989055,0.3742604098137138,NS
AC092835.1,1.5929798,0.98361874,0.11116471963209898,0.3751551005242188,NS
ZNF317,1.5923556,0.4077762,0.11130481700495042,0.3755338184881372,NS
PINK1,1.5923071,0.7143948,0.1113157215490998,0.3755338184881372,NS
ESRRA,1.5919824,0.2991039,0.11138867097100118,0.37573628561397865,NS
NEIL3,1.5904342,1.8291595,0.11173696922540327,0.37682365405130774,NS
HTRA4,1.5903476,1.2896632,0.11175647291182997,0.37684568056745915,NS
AC092353.2,1.5902292,1.8629017,0.11178315737871453,0.3768919129354291,NS
APOA1-AS,1.5889474,0.70902425,0.11207226168894731,0.37773514352754606,NS
SEC24C,1.5887583,0.21768421,0.11211496154471441,0.3777913969230894,NS
